0.084,0.55967,0.74297,0.67387,0.39026
0.085,0.5574,0.72819,0.65595,0.37525
0.086,0.55512,0.71423,0.64394,0.36034
0.087,0.55195,0.70118,0.63734,0.34721
0.088,0.54877,0.68906,0.63597,0.33326
0.089,0.54848,0.68509,0.63159,0.32514
0.09,0.54849,0.68111,0.64396,0.32329
0.091,0.56663,0.6836,0.65761,0.32163
0.092,0.5897,0.68841,0.67295,0.32097
0.093,0.61089,0.69409,0.69155,0.3147
0.094,0.63115,0.70128,0.70344,0.32139
0.095,0.65572,0.70847,0.72874,0.32759
0.096,0.68376,0.718,0.75311,0.33425
0.097,0.71048,0.72753,0.76892,0.34059
0.098,0.7355,0.73708,0.79002,0.34703
0.099,0.76157,0.74665,0.80561,0.35255
0.1,0.78988,0.75702,0.8146,0.35602
0.101,0.81613,0.76969,0.83988,0.35744
0.102,0.83435,0.78236,0.864,0.35752
0.103,0.85299,0.79349,0.88827,0.36166
0.104,0.87593,0.80443,0.9102,0.36166
0.105,0.89888,0.81474,0.92667,0.35874
0.106,0.91766,0.82446,0.94315,0.35744
0.107,0.93632,0.83397,0.95461,0.35744
0.108,0.95813,0.84231,0.97275,0.35744
0.109,0.98049,0.85065,0.98438,0.35744
0.11,0.99112,0.85808,0.99548,0.36077
0.111,0.99756,0.86527,0.99791,0.36727
0.112,0.99635,0.87029,1,0.37419
0.113,0.99048,0.87229,1,0.38296
0.114,0.98461,0.87426,1,0.39121
0.115,0.97872,0.87557,1,0.40109
0.116,0.97309,0.87688,0.9977,0.41315
0.117,0.96786,0.87938,0.99182,0.42577
0.118,0.96189,0.88246,0.98545,0.44174
0.119,0.95392,0.88641,0.97563,0.45547
0.12,0.94337,0.89229,0.97283,0.47444
0.121,0.9188,0.89816,0.96108,0.51439
0.122,0.89367,0.90195,0.94975,0.52428
0.123,0.85422,0.9056,0.94018,0.53182
0.124,0.81478,0.91066,0.92098,0.55315
0.125,0.78191,0.91675,0.90413,0.57621
0.126,0.74961,0.92275,0.892,0.59534
0.127,0.71068,0.92841,0.87999,0.61707
0.128,0.67014,0.93406,0.87117,0.6382
0.129,0.64499,0.93961,0.8591,0.65694
0.13,0.62678,0.94513,0.84733,0.67611
0.131,0.60739,0.95114,0.84096,0.69518
0.132,0.58711,0.95771,0.82727,0.71051
0.133,0.56941,0.96404,0.82144,0.72911
0.134,0.55479,0.96839,0.81557,0.74498
0.135,0.53932,0.97273,0.80991,0.75877
0.136,0.52216,0.97617,0.80729,0.77224
0.137,0.50531,0.97927,0.80465,0.78311
0.138,0.48954,0.98236,0.7988,0.79369
0.139,0.47373,0.98543,0.79497,0.80677
0.14,0.45764,0.98851,0.79001,0.81961
0.141,0.44155,0.99173,0.78734,0.83201
0.142,0.43192,0.99496,0.78349,0.84301
0.143,0.42237,0.99718,0.78272,0.85706
0.144,0.41421,0.9988,0.77716,0.87051
0.145,0.40625,0.99999,0.7749,0.88101
0.146,0.39598,0.99997,0.76938,0.89684
0.147,0.38496,0.99995,0.76628,0.90692
0.148,0.37553,0.99763,0.76116,0.91539
0.149,0.36699,0.99503,0.75757,0.93146
0.15,0.35915,0.99317,0.75381,0.93405
0.151,0.35196,0.992,0.75372,0.95006
0.152,0.34547,0.99083,0.75127,0.95823
0.153,0.34001,0.98971,0.74966,0.96506
0.154,0.33501,0.98859,0.74676,0.97475
0.155,0.33116,0.98601,0.74438,0.97993
0.156,0.32729,0.98302,0.74222,0.98759
0.157,0.32336,0.97975,0.74222,0.99054
0.158,0.31947,0.97608,0.74222,0.99325
0.159,0.31606,0.97242,0.73957,0.99581
0.16,0.31266,0.96905,0.73883,1
0.161,0.31069,0.96568,0.73825,1
0.162,0.30881,0.96171,0.73477,1
0.163,0.30681,0.95746,0.73179,1
0.164,0.30479,0.95267,0.72328,1
0.165,0.30225,0.94666,0.71339,1
0.166,0.29949,0.94066,0.70748,0.99914
0.167,0.29685,0.93538,0.70155,0.99649
0.168,0.2943,0.93016,0.70093,0.99452
0.169,0.29237,0.9249,0.69682,0.99228
0.17,0.29112,0.91963,0.69082,0.99228
0.171,0.28989,0.91405,0.68538,0.98806
0.172,0.2887,0.90729,0.68538,0.98476
0.173,0.28735,0.90053,0.6816,0.98027
0.174,0.28555,0.89337,0.67743,0.9735
0.175,0.28379,0.88612,0.67186,0.96994
0.176,0.28241,0.87996,0.66907,0.96332
0.177,0.28103,0.87505,0.66318,0.96039
0.178,0.28013,0.86989,0.65893,0.95282
0.179,0.27923,0.86245,0.65584,0.94852
0.18,0.27797,0.85501,0.6524,0.94181
0.181,0.27667,0.84807,0.65017,0.9376
0.182,0.27498,0.84132,0.64467,0.93017
0.183,0.27318,0.8348,0.64153,0.92696
0.184,0.27137,0.82868,0.63679,0.92039
0.185,0.26955,0.82256,0.63325,0.91728
0.186,0.26811,0.81289,0.62733,0.91187
0.187,0.26701,0.80318,0.62445,0.90542
0.188,0.26639,0.797,0.61887,0.89913
0.189,0.26643,0.79294,0.61773,0.89396
0.19,0.26655,0.78918,0.61404,0.89051
0.191,0.26684,0.7863,0.60809,0.88383
0.192,0.26718,0.78342,0.60622,0.87769
0.193,0.26777,0.77987,0.60613,0.87152
0.194,0.26842,0.77622,0.60294,0.86487
0.195,0.26971,0.77266,0.60284,0.85871
0.196,0.271,0.76917,0.60042,0.8524
0.197,0.27229,0.76575,0.59878,0.84589
0.198,0.27358,0.76275,0.59878,0.83989
0.199,0.27376,0.75974,0.59878,0.83918
0.2,0.27373,0.75683,0.59815,0.83823
0.201,0.27286,0.75393,0.5954,0.82436
0.202,0.27168,0.75112,0.59134,0.81823
0.203,0.27036,0.74844,0.58825,0.81483
0.204,0.26896,0.74579,0.58795,0.80955
0.205,0.26754,0.74367,0.5839,0.80356
0.206,0.2661,0.74155,0.5839,0.80068
0.207,0.26478,0.73818,0.5839,0.79565
0.208,0.26368,0.73421,0.58017,0.79207
0.209,0.26287,0.73017,0.57795,0.78792
0.21,0.26287,0.72598,0.57646,0.78347
0.211,0.26287,0.7218,0.57646,0.7802
0.212,0.26287,0.71738,0.5724,0.77598
0.213,0.26287,0.71295,0.5724,0.77538
0.214,0.26295,0.70843,0.5724,0.77237
0.215,0.26303,0.70386,0.57307,0.76855
0.216,0.26364,0.69924,0.5726,0.76821
0.217,0.26431,0.69446,0.56904,0.76475
0.218,0.26575,0.68969,0.56901,0.76058
0.219,0.26739,0.68674,0.56901,0.75824
0.22,0.26909,0.68417,0.56901,0.7555
0.221,0.27083,0.68177,0.56585,0.75228
0.222,0.27293,0.67959,0.56563,0.74864
0.223,0.27532,0.67732,0.56563,0.74849
0.224,0.27799,0.6742,0.56248,0.74509
0.225,0.28103,0.67108,0.56157,0.74339
0.226,0.28352,0.66672,0.56157,0.7402
0.227,0.28492,0.66189,0.56157,0.73471
0.228,0.28622,0.65661,0.56157,0.73216
0.229,0.28716,0.65051,0.55907,0.72603
0.23,0.28775,0.64442,0.55635,0.71956
0.231,0.2849,0.63353,0.55093,0.71325
0.232,0.28205,0.62259,0.55055,0.70413
0.233,0.27897,0.61107,0.5442,0.6967
0.234,0.27588,0.5992,0.53255,0.69059
0.235,0.2723,0.58736,0.52565,0.67992
0.236,0.26864,0.57562,0.51883,0.67022
0.237,0.26433,0.56387,0.50967,0.66039
0.238,0.2598,0.55474,0.50354,0.65291
0.239,0.25552,0.54595,0.49412,0.65049
0.24,0.25139,0.53691,0.48747,0.63963
0.241,0.24823,0.52761,0.4759,0.62549
0.242,0.246,0.51806,0.46357,0.61297
0.243,0.24362,0.50699,0.45026,0.60407
0.244,0.24102,0.49591,0.44381,0.59101
0.245,0.23841,0.48781,0.43785,0.57845
0.246,0.23582,0.48055,0.43197,0.56951
0.247,0.23341,0.47319,0.42546,0.5574
0.248,0.23197,0.46569,0.41578,0.54804
0.249,0.23053,0.45827,0.40621,0.53868
0.25,0.22926,0.45287,0.40311,0.52975
0.251,0.22799,0.44746,0.39944,0.519
0.252,0.22946,0.44286,0.39513,0.51283
0.253,0.23113,0.43864,0.3929,0.50648
0.254,0.23328,0.43356,0.38799,0.5002
0.255,0.23554,0.42653,0.38454,0.4939
0.256,0.23759,0.41949,0.37957,0.48825
0.257,0.23956,0.41595,0.37603,0.48536
0.258,0.24139,0.41264,0.37214,0.4828
0.259,0.24312,0.41006,0.37212,0.48024
0.26,0.24399,0.40804,0.37183,0.47706
0.261,0.24389,0.40656,0.36882,0.47335
0.262,0.24309,0.40731,0.36874,0.46945
0.263,0.24096,0.40806,0.36874,0.46559
0.264,0.23903,0.40794,0.36729,0.46138
0.265,0.23775,0.40764,0.36468,0.45862
0.266,0.23643,0.40626,0.36468,0.45787
0.267,0.23473,0.40363,0.36468,0.45414
0.268,0.23302,0.40129,0.36468,0.45365
0.269,0.23104,0.4019,0.35986,0.45236
0.27,0.22907,0.40251,0.35724,0.45014
0.271,0.22774,0.40472,0.35528,0.44772
0.272,0.22651,0.40754,0.35385,0.44593
0.273,0.22564,0.40937,0.35385,0.4431
0.274,0.22488,0.40943,0.35385,0.44242
0.275,0.22389,0.40949,0.35385,0.43821
0.276,0.22278,0.40779,0.35385,0.4382
0.277,0.22147,0.40608,0.35385,0.43716
0.278,0.21998,0.40243,0.35385,0.43469
0.279,0.21855,0.3976,0.35385,0.43252
0.28,0.2172,0.39388,0.35385,0.43048
0.281,0.21591,0.39349,0.35385,0.43048
0.282,0.2148,0.39311,0.35385,0.43048
0.283,0.21373,0.39306,0.35385,0.4277
0.284,0.21286,0.39306,0.35385,0.42697
0.285,0.21204,0.39306,0.35385,0.42697
0.286,0.212,0.39306,0.35385,0.42697
0.287,0.21195,0.39318,0.35385,0.42864
0.288,0.2116,0.39405,0.36137,0.43118
0.289,0.21122,0.39491,0.36198,0.43118
0.29,0.21042,0.39616,0.36198,0.43118
0.291,0.20953,0.39751,0.36198,0.43118
0.292,0.20879,0.39961,0.36198,0.43281
0.293,0.20811,0.4028,0.36198,0.43469
0.294,0.20755,0.40595,0.36198,0.43474
0.295,0.20706,0.4081,0.36198,0.43537
0.296,0.20661,0.41026,0.36198,0.43576
0.297,0.20619,0.41107,0.36413,0.43886
0.298,0.2058,0.41123,0.36935,0.4389
0.299,0.20545,0.41134,0.37009,0.43924
0.3,0.20517,0.41134,0.37009,0.44312
0.301,0.2051,0.41134,0.37009,0.43966
0.302,0.20503,0.41134,0.37013,0.43933
0.303,0.20503,0.41134,0.37341,0.43961
0.304,0.20503,0.41049,0.37371,0.43979
0.305,0.20503,0.40898,0.37749,0.44312
0.306,0.20503,0.40758,0.38128,0.44312
0.307,0.20503,0.40658,0.3816,0.44312
0.308,0.20503,0.40559,0.38504,0.44312
0.309,0.20506,0.40536,0.38588,0.44693
0.31,0.20509,0.40529,0.38904,0.44733
0.311,0.20528,0.40472,0.38998,0.44733
0.312,0.20556,0.40359,0.3931,0.44733
0.313,0.20597,0.40236,0.39454,0.44902
0.314,0.20649,0.40025,0.39716,0.45154
0.315,0.20676,0.39814,0.39914,0.45154
0.316,0.20669,0.39932,0.40054,0.45154
0.317,0.20652,0.40177,0.4035,0.45456
0.318,0.20612,0.40362,0.40642,0.45576
